226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
162,162,162,162,162,162,162,162,162,162,162,162,162,162,193,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,193,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,130,131,162,162,162
162,162,162,130,131,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162
162,162,162,162,163,162,162,162,162,162,162,161,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162
162,162,162,162,162,162,162,162,162,162,162,193,194,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,130,131,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,193,194,162,162,162,162,130,131,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,131,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,161,162,162,162,162,162,162,162,162,162,162,162,162,162,194,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,161,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,193,194,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,130,131,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,195,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,163,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,193,194,162,162,162,194,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,194,162,162,162,162,162,162,162,162,130,131,131,162,162,162,162,162,162,193,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,130,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162,162,161,162,162,162,162,162,162,162,162,162,162,193,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,130,130,131,162,162,130,130,131,162,162,162,162,193,194,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,161,162,162,162,162,162,162,162,162,163,162,162,162,130,130,131,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,193,194,162,162,162,162,162,162,162,162,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,163,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162
162,162,162,162,162,162,162,162,162,162,194,162,162,162,162,162,162,162,162,162,162,162,162,130,131,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
